speaker_name,title,posted_date,duration,Link,about_speaker,about_talk,views,tags
Steve McCarroll,How data is helping us unravel the mysteries of the brain,Sep 2018,17:22,https://www.ted.com/talks/steve_mccarroll_how_data_is_helping_us_unravel_the_mysteries_of_the_brain?language=en,Steve McCarroll is conducting groundbreaking research on the causes of mental illness.,"Geneticist Steve McCarroll wants to make an atlas of all the cells in the human body so that we can understand in precise detail how specific genes work, especially in the brain. In this fascinating talk, he shares his team's progress -- including their invention of ""Drop-seq,"" a technology that allows scientists to analyze individual cells at a scale that was never before possible -- and describes how this research could lead to new ways of treating mental illnesses like schizophrenia.","1,549,702","children,biology,health"
Tammy Lally,Let's get honest about our money problems,Aug 2018,12:30,https://www.ted.com/talks/tammy_lally_let_s_get_honest_about_our_money_problems?language=en,Tammy Lally helps others master their finances.,"Struggling to budget and manage finances is common -- but talking honestly and openly about it isn't. Why do we hide our problems around money? In this thoughtful, personal talk, author Tammy Lally encourages us to break free of ""money shame"" and shows us how to stop equating our bank accounts with our self-worth.","2,120,965","TED-Ed,education,literature"
Sunni Patterson,"""Wild Women""",Aug 2018,4:36,https://www.ted.com/talks/sunni_patterson_wild_women?language=en,"Originally from New Orleans, Louisiana, Sunni Patterson combines the heritage, culture, and traditions of her native town with a spiritual worldview to create powerful music and poetry.

","With lightning on her tongue, Sunni Patterson performs her powerful poem, ""Wild Women,"" accompanied by the entrancing moves of dancer Chanice Holmes.","381,532","global issues,fashion,refugees"
Alexandra Sacks,A new way to think about the transition to motherhood,Aug 2018,6:16,https://www.ted.com/talks/alexandra_sacks_a_new_way_to_think_about_the_transition_to_motherhood?language=en,"Alexandra Sacks, M.D. is widely recognized as the leading clinical expert on matrescence: the developmental transition into motherhood. ","When a baby is born, so is a mother -- but the natural (and sometimes unsteady) process of transition to motherhood is often silenced by shame or misdiagnosed as postpartum depression. In this quick, informative talk, reproductive psychiatrist Alexandra Sacks breaks down the emotional tug-of-war of becoming a new mother -- and shares a term that could help describe it: matrescence.","1,925,486","climate change,sustainability,green"
Francisco Díez-Buzo,"Why should you read ""One Hundred Years of Solitude""?",Aug 2018,5:27,https://www.ted.com/talks/francisco_diez_buzo_why_should_you_read_one_hundred_years_of_solitude?language=en,,"Gabriel García Márquez's novel ""One Hundred Years of Solitude"" brought Latin American literature to the forefront of the global imagination and earned García Márquez the 1982 Nobel Prize for Literature. What makes the novel so remarkable? Francisco Díez-Buzo investigates. [TED-Ed Animation by Lucy Animation Studio]","2,157,218","TED Fellows,astronomy,physics"
Halima Aden,How I went from child refugee to international model,Aug 2018,7:58,https://www.ted.com/talks/halima_aden_how_i_went_from_child_refugee_to_international_model?language=en,Halima Aden was the first ever hijab-wearing fashion model.,Halima Aden made history when she became the first hijab-wearing model on the cover of Vogue magazine. Now she returns to Kenya's Kakuma Refugee Camp -- where she was born and lived until the age of seven -- to share an inspiring message about what she's learned on the path from child refugee to international model.,"1,541,841","TED-Ed,psychology,identity"
Angel Hsu,How China is (and isn't) fighting pollution and climate change,Aug 2018,12:18,https://www.ted.com/talks/angel_hsu_how_china_is_and_isn_t_fighting_pollution_and_climate_change?language=en,"Angel Hsu is a professor and data geek who applies data-driven methods to solve challenging environmental issues.
","China is the world's biggest polluter -- and now one of its largest producers of clean energy. Which way will China go in the future, and how will it affect the global environment? Data scientist Angel Hsu describes how the most populous country on earth is creating a future based on alternative energy -- and facing up to the environmental catastrophe it created as it rapidly industrialized.","1,825,918","art,community,creativity"
Burçin Mutlu-Pakdil,A rare galaxy that's challenging our understanding of the universe,Aug 2018,4:39,https://www.ted.com/talks/burcin_mutlu_pakdil_a_rare_galaxy_that_s_challenging_our_understanding_of_the_universe?language=en,"TED Senior Fellow Burçin Mutlu-Pakdil studies extreme objects -- including a rare double-ringed elliptical galaxy she discovered -- to help us understand how galaxies form and evolve.
",What's it like to discover a galaxy -- and have it named after you? Astrophysicist and TED Fellow Burçin Mutlu-Pakdil lets us know in this quick talk about her team's surprising discovery of a mysterious new galaxy type.,"2,492,419","art,social change,humanity"
Elizabeth Cox,What is imposter syndrome and how can you combat it?,Aug 2018,4:17,https://www.ted.com/talks/elizabeth_cox_what_is_imposter_syndrome_and_how_can_you_combat_it?language=en,,"Even after writing eleven books and winning several awards, Maya Angelou couldn't escape the doubt that she hadn't earned her accomplishments. This feeling of fraudulence is extremely common. Why can't so many of us shake feelings that our ideas and skills aren't worthy of others' attention? Elizabeth Cox describes the psychology behind the imposter syndrome, and what you can do to combat it. [TED-Ed Animation by Sharon Coleman]. ","2,137,403","music,live music,performance"
Nora Atkinson,Why art thrives at Burning Man,Aug 2018,10:21,https://www.ted.com/talks/nora_atkinson_why_art_thrives_at_burning_man?language=en,"Nora Atkinson is a craft curator, a humanist and a romantic -- as she says, ""I can’t believe I get to do what I do for a living.""","Craft curator Nora Atkinson takes us on a trip to Nevada's Black Rock Desert to see the beautifully designed and participatory art of Burning Man, revealing how she discovered there what's often missing from museums: curiosity and engagement. ""What is art for in our contemporary world if not this?"" she asks.","451,748","science,technology,brain"
Dread Scott,How art can shape America's conversation about freedom,Aug 2018,4:32,https://www.ted.com/talks/dread_scott_how_art_can_shape_america_s_conversation_about_freedom?language=en,Dread Scott makes revolutionary art to propel history forward. ,"In this quick talk, visual artist Dread Scott tells the story of one of his most transgressive art installations, which drew national attention for its controversial use of the American flag and led to a landmark First Amendment case in the US Supreme Court.","1,390,993","TED-Ed,math,business"
Elizabeth Cawein,How to build a thriving music scene in your city,Aug 2018,9:57,https://www.ted.com/talks/elizabeth_cawein_how_to_build_a_thriving_music_scene_in_your_city?language=en,Elizabeth Cawein is dedicated to the belief that smart cities are music cities.,"How does a city become known as a ""music city""? Publicist Elizabeth Cawein explains how thriving music scenes make cities healthier and happier and shares ideas for bolstering your local music scene -- and showing off your city's talent to the world.","1,393,612","entrepreneur,failure,business"
Mary Lou Jepsen,How we can use light to see deep inside our bodies and brains,Aug 2018,16:50,https://www.ted.com/talks/mary_lou_jepsen_how_we_can_use_light_to_see_deep_inside_our_bodies_and_brains?language=en,"Mary Lou Jepsen pushes the edges of what's possible in optics and physics, to make new types of devices, leading teams and working with huge factories that can ship vast volumes of these strange, new things.","In a series of mind-bending demos, inventor Mary Lou Jepsen shows how we can use red light to see and potentially stimulate what's inside our bodies and brains. Taking us to the edge of optical physics, Jepsen unveils new technologies that utilize light and sound to track tumors, measure neural activity and could possibly replace the MRI machine with a cheaper, more efficient and wearable system.","795,538","entrepreneur,failure,communication"
Tanya Khovanova,Can you solve the Leonardo da Vinci riddle?,Aug 2018,4:47,https://www.ted.com/talks/tanya_khovanova_can_you_solve_the_leonardo_da_vinci_riddle?language=en,,"You've found Leonardo da Vinci's secret vault, secured by a series of combination locks. Fortunately, your treasure map has three codes: 1210, 3211000, and... hmm. The last one appears to be missing. Can you figure out the last number and open the vault? Tanya Khovanova shows how. [TED-Ed Animation by Artrake Studio].","2,749,347","community,work,children"
Leticia Gasca,Don't fail fast — fail mindfully,Aug 2018,12:34,https://www.ted.com/talks/leticia_gasca_don_t_fail_fast_fail_mindfully?language=en,"Leticia Gasca is co-founder of the movement Fuckup Nights and Executive Director for the Failure Institute, the first think tank in the world devoted to studying business failure and the reasons behind it.","We celebrate bold entrepreneurs whose ingenuity led them to success, but what happens to those who fail? Far too often, they bury their stories out of shame or humiliation -- and miss out on a valuable opportunity for growth, says author and entrepreneur Leticia Gasca. In this thoughtful talk, Gasca calls for business owners to open up about their failures and makes the case for replacing the idea of ""failing fast"" with a new mantra: fail mindfully.","2,206,965","social change,activism,TED-Ed"
Leticia Gasca,Una nueva manera de hablar del fracaso en los negocios,Aug 2018,13:10,https://www.ted.com/talks/leticia_gasca_una_nueva_manera_de_hablar_del_fracaso_en_los_negocios?language=en,"Leticia Gasca is co-founder of the movement Fuckup Nights and Executive Director for the Failure Institute, the first think tank in the world devoted to studying business failure and the reasons behind it.","¿Qué pasa con los negocios que fracasan? En esta charla práctica, la autora y emprendedora Leticia Gasca llama a todos los emprendedores a compartir sus historias de los proyectos que no funcionaron. Para mejorar el desarrollo de los negocios, propone que reemplacemos la moda de ""fracasar rápido"" por la nueva idea de ""fracasar conscientemente"".","18,179","comedy,history,cities"
Janet Stovall,How to get serious about diversity and inclusion in the workplace,Aug 2018,11:04,https://www.ted.com/talks/janet_stovall_how_to_get_serious_about_diversity_and_inclusion_in_the_workplace?language=en,UPS's Janet Stovall has developed a business approach that addresses corporate racism head-on -- and has created methods to help dismantle it.,"Imagine a workplace where people of all colors and races are able to climb every rung of the corporate ladder -- and where the lessons we learn about diversity at work actually transform the things we do, think and say outside the office. How do we get there? In this candid talk, inclusion advocate Janet Stovall shares a three-part action plan for creating workplaces where people feel safe and expected to be their unassimilated, authentic selves.","1,781,354","community,culture,community"
Jessica Pryce,"To transform child welfare, take race out of the equation",Aug 2018,7:41,https://www.ted.com/talks/jessica_pryce_to_transform_child_welfare_take_race_out_of_the_equation?language=en,Jessica Pryce creates strategies to reduce the impact of racial bias in child protective services.,"In this eye-opening talk about the impact of race and neighborhood on foster-care decisions, social worker Jessica Pryce shares a promising solution to help child welfare agencies make bias-free assessments about when to remove children from their families. ""Let's work together to build a system that wants to make families stronger instead of pulling them apart,"" Pryce says.","1,281,474","india,finance,live music"
Mark Robinson,"Why is Aristophanes called ""The Father of Comedy""?",Aug 2018,4:59,https://www.ted.com/talks/mark_robinson_why_is_aristophanes_called_the_father_of_comedy?language=en,,"Aristophanes, often referred to as the Father of Comedy, wrote the world's earliest surviving comic dramas. They're stuffed full of parodies, songs, sexual jokes and surreal fantasy -- and they've shaped how comedy's been written and performed ever since. Mark Robinson shares a brief history of Aristophanes. [TED-Ed Animation by Anton Bogaty].","555,292","music,performance,design"
Stephen DeBerry,"Why the ""wrong side of the tracks"" is usually the east side of cities",Aug 2018,6:50,https://www.ted.com/talks/stephen_deberry_why_the_wrong_side_of_the_tracks_is_usually_the_east_side_of_cities?language=en,Stephen DeBerry uses the economy and culture to build a more just and joyful society.,"What do communities on the social, economic and environmental margins have in common? For one thing, they tend to be on the east sides of cities. In this short talk about a surprising insight, anthropologist and venture capitalist Stephen DeBerry explains how both environmental and man-made factors have led to disparity by design in cities from East Palo Alto, California to East Jerusalem and beyond -- and suggests some elegant solutions to fix it.","1,614,635","architecture,beauty,cancer"
Chetna Gala Sinha,How women in rural India turned courage into capital,Aug 2018,14:28,https://www.ted.com/talks/chetna_gala_sinha_how_women_in_rural_india_turned_courage_into_capital?language=en,"Chetna Gala Sinha is the founder and chair of the Mann Deshi Bank, aimed at the needs of rural women micro-entrepreneurs in India.","When bankers refused to serve her neighbors in rural India, Chetna Gala Sinha did the next best thing: she opened a bank of her own, the first ever for and by women in the country. In this inspiring talk, she shares stories of the women who encouraged her and continue to push her to come up with solutions for those denied traditional financial backing.","1,575,004","medicine,science,TED-Ed"
Yelle,"""Interpassion"" / ""Ba$$in""",Aug 2018,7:22,https://www.ted.com/talks/yelle_interpassion_ba_in?language=en,Yelle is a French band founded by lead singer Julie Budet and Jean-François Perrier.,"Yelle and GrandMarnier bring their danceable electropop hits to the TED stage in an energizing performance of two songs, ""Interpassion"" and ""Ba$$in.""","245,155","philosophy,Buddhism,technology"
Walter Hood,How urban spaces can preserve history and build community,Aug 2018,14:14,https://www.ted.com/talks/walter_hood_how_urban_spaces_can_preserve_history_and_build_community?language=en,"Walter Hood imagines urban spaces as a new kind of public sculpture -- full of beauty, strangeness and idiosyncrasy.","Can public spaces both reclaim the past and embrace the future? Landscape architect Walter Hood has explored this question over the course of an iconic career, with projects ranging from Lafayette Square Park in Oakland to the upcoming International African American Museum in Charleston, South Carolina. In this inspiring talk packed with images of his work, Hood shares the five simple concepts that guide his approach to creating spaces that illuminate shared memories and force us to look at one another in a different way.","1,427,622","invention,innovation,global issues"
Hasini Jayatilaka,How cancer cells communicate — and how we can slow them down,Aug 2018,10:19,https://www.ted.com/talks/hasini_jayatilaka_how_cancer_cells_communicate_and_how_we_can_slow_them_down?language=en,Hasini Jayatilaka discovered a novel mechanism that causes cancer cells to break away from tumors and metastasize.,"When cancer cells are closely packed together in a tumor, they're able to communicate with each other and coordinate their movement throughout the body. What if we could interrupt this process? In this accessible talk about cutting-edge science, Hasini Jayatilaka shares her work on an innovative method to stop cancer cells from communicating -- and halt their fatal ability to spread.","1,795,918","refugees,education,business"
Puqun Li,Zen kōans: unsolvable enigmas designed to break your brain,Aug 2018,4:56,https://www.ted.com/talks/puqun_li_zen_koans_unsolvable_enigmas_designed_to_break_your_brain?language=en,,"How do we explain the unexplainable? This question has inspired numerous myths, religious practices and scientific inquiries. But Zen Buddhists practicing throughout China from the 9th to 13th century asked a different question – why do we need an explanation? Puqun Li details the bewildering and ambiguous philosophical thought experiments these Buddhists called Zen kōans. [TED-Ed Animation by Cabong Studios]","2,173,591","collaboration,communication,books"
DK Osseo-Asare,What a scrapyard in Ghana can teach us about innovation,Aug 2018,14:17,https://www.ted.com/talks/dk_osseo_asare_what_a_scrapyard_in_ghana_can_teach_us_about_innovation?language=en,DK Osseo-Asare creates architecture with and for the people that design overlooks.,"In Agbogbloshie, a community in Accra, Ghana, people descend on a scrapyard to mine electronic waste for recyclable materials. Without formal training, these urban miners often teach themselves the workings of electronics by taking them apart and putting them together again. Designer and TED Fellow DK Osseo-Asare wondered: What would happen if we connected these self-taught techies with students and young professionals in STEAM fields? The result: a growing maker community where people engage in peer-to-peer, hands-on education, motivated by what they want to create. Learn more about how this African makerspace is pioneering a grassroots circular economy.","1,292,334","TED-Ed,literature,education"
Mary Maker,Why I fight for the education of refugee girls (like me),Aug 2018,16:47,https://www.ted.com/talks/mary_maker_why_i_fight_for_the_education_of_refugee_girls_like_me?language=en,Mary Maker believes in the power of education to build peace and rebuild lives.,"After fleeing war-torn South Sudan as a child, Mary Maker found security and hope in the school at Kenya's Kakuma Refugee Camp. Now a teacher of young refugees herself, she sees education as an essential tool for rebuilding lives -- and empowering a generation of girls who are too often denied entrance into the classroom. ""For the child of war, an education can turn their tears of loss into a passion for peace,"" Maker says.","1,378,682","teaching,children,AI"
Tina Seelig,The little risks you can take to increase your luck,Aug 2018,11:39,https://www.ted.com/talks/tina_seelig_the_little_risks_you_can_take_to_increase_your_luck?language=en,Tina Seelig teaches innovation and entrepreneurship and is passionate about creative problem-solving.,"Luck is rarely a lightning strike, isolated and dramatic -- it's much more like the wind, blowing constantly. Catching more of it is easy but not obvious. In this insightful talk, Stanford engineering school professor Tina Seelig shares three unexpected ways to increase your luck -- and your ability to see and seize opportunities.","3,000,825","media,future,TED-Ed"
Elizabeth Cox,What really happened to the Library of Alexandria?,Aug 2018,4:59,https://www.ted.com/talks/elizabeth_cox_what_really_happened_to_the_library_of_alexandria?language=en,,"2,300 years ago, the rulers of Alexandria set out to fulfill an audacious goal: to collect all the knowledge in the world under one roof. In its prime, the Library of Alexandria housed an unprecedented number of scrolls and attracted some of the Greek world's greatest minds. But by the end of the 5th century CE, it had vanished. Elizabeth Cox details the rise and fall of this great building. [TED-Ed Animation by Inna Phillimore]","1,417,782","history,Europe,TED-Ed"
Sydney Chaffee,How teachers can help kids find their political voices,Aug 2018,16:59,https://www.ted.com/talks/sydney_chaffee_how_teachers_can_help_kids_find_their_political_voices?language=en,Sydney Chaffee believes that teachers and students can change the world together.,"Social justice belongs in our schools, says educator Sydney Chaffee. In a bold talk, she shows how teaching students to engage in activism helps them build important academic and life skills -- and asks us to rethink how we can use education to help kids find their voices. ""Teaching will always be a political act,"" Chaffee says. ""We can't be afraid of our students' power. Their power will help them make tomorrow better.""","1,371,470","math,TED-Ed,biology"
Kai-Fu Lee,How AI can save our humanity,Aug 2018,14:49,https://www.ted.com/talks/kai_fu_lee_how_ai_can_save_our_humanity?language=en,"At Sinovation Ventures, Kai-Fu Lee invests in the next generation of Chinese high-tech companies.","AI is massively transforming our world, but there's one thing it cannot do: love. In a visionary talk, computer scientist Kai-Fu Lee details how the US and China are driving a deep learning revolution -- and shares a blueprint for how humans can thrive in the age of AI by harnessing compassion and creativity. ""AI is serendipity,"" Lee says. ""It is here to liberate us from routine jobs, and it is here to remind us what it is that makes us human.""","3,754,702","science,politics,TED-Ed"
Mark Robinson,How the Normans changed the history of Europe,Aug 2018,5:20,https://www.ted.com/talks/mark_robinson_how_the_normans_changed_the_history_of_europe?language=en,,"In the year 1066, 7,000 Norman infantry and knights sailed in warships across the English Channel. Their target: England, home to more than a million people. Around the same period of time, other groups of Normans were setting forth all across Europe. Who were these warriors, and how did they leave their mark so far and wide? Mark Robinson shares a brief history of the Normans. [TED-Ed Animation by Echo Bridge]","1,708,428","communication,TED-Ed,ancient world"
Dan Finkel,Can you solve the rogue AI riddle?,Aug 2018,4:22,https://www.ted.com/talks/dan_finkel_can_you_solve_the_rogue_ai_riddle?language=en,,"A hostile artificial intelligence called NIM has taken over the world's computers. You're the only person skilled enough to shut it down, and you'll only have one chance. Can you survive and shut off the artificial intelligence? Dan Finkel shows how. [TED-Ed Animation by Artrake Studio]","2,392,201","archaeology,art,creativity"
Shaylin Schundler,Why does your voice change as you get older?,Aug 2018,4:55,https://www.ted.com/talks/shaylin_schundler_why_does_your_voice_change_as_you_get_older?language=en,,"The human voice is capable of incredible variety and range. As we age, our bodies undergo two major changes which explore that range. So how exactly does our voice box work, and what causes these shifts in speech? Shaylin A. Schundler describes how and why our voices change when we get older. [TED-Ed Animation by Andrew Foerster & Nick Counter]","1,069,848","design,health,finance"
Hugo Mercier,How can you change someone's mind?,Jul 2018,4:41,https://www.ted.com/talks/hugo_mercier_how_can_you_change_someone_s_mind?language=en,,"Why do arguments change people's minds in some cases and backfire in others? Hugo Mercier explains how arguments are more convincing when they rest on a good knowledge of the audience, taking into account what the audience believes, who they trust, and what they value. [TED-Ed Animation by TED-Ed]","1,152,615","investment,TED-Ed,Slavery"
Einav Zamir Dembin,Did ancient Troy really exist?,Jul 2018,4:17,https://www.ted.com/talks/einav_zamir_dembin_did_ancient_troy_really_exist?language=en,,"When Homer's Iliad was first written down in the eighth century BCE, the story of the Trojan war was already an old one. From existing oral tradition, audiences knew the tales of the long siege, the duels outside the city walls, and the trick that finally won the war. In the end, the city was burned to the ground, never to rise again. But had it ever existed? Einav Zamir Dembin investigates. [TED-Ed Animation by Cabong Studios]","1,125,831","women,AI,machine learning"
Christoph Niemann,You are fluent in this language (and don't even know it),Jul 2018,12:42,https://www.ted.com/talks/christoph_niemann_you_are_fluent_in_this_language_and_don_t_even_know_it?language=en,"With charm and incisive wit, Christoph Niemann sketches the moments of our shared experience. ","Without realizing it, we're fluent in the language of pictures, says illustrator Christoph Niemann. In a charming talk packed with witty, whimsical drawings, Niemann takes us on a hilarious visual tour that shows how artists tap into our emotions and minds -- all without words.","2,911,291","technology,love,relationships"
Bronwyn King,You may be accidentally investing in cigarette companies,Jul 2018,14:38,https://www.ted.com/talks/bronwyn_king_you_may_be_accidentally_investing_in_cigarette_companies?language=en,"Dr. Bronwyn King on a mission to save a billion lives -- from tobacco, the greatest preventable cause of premature death.","Tobacco causes more than seven million deaths every year -- and many of us are far more complicit in the problem than we realize. In a bold talk, oncologist Dr. Bronwyn King tells the story of how she uncovered the deep ties between the tobacco industry and the entire global finance sector, which invests our money in cigarette companies through big banks, insurers and pension funds. Learn how Dr. King has ignited a worldwide movement to create tobacco-free investments and how each of us can play a role in ending this epidemic.","3,203,389","life,medicine,TED Fellows"
Janell Hobson,The breathtaking courage of Harriet Tubman,Jul 2018,4:38,https://www.ted.com/talks/janell_hobson_the_breathtaking_courage_of_harriet_tubman?language=en,,Escaping slavery; risking everything to save her family; leading a military raid; championing the cause of women's suffrage; these are just a handful of the accomplishments of one of America's most courageous heroes. Janell Hobson details Harriet Tubman's many fights for freedom. [TED-Ed Animation by Yan Dan Wong],"849,029","AI,TED Fellows,medicine"
Supasorn Suwajanakorn,Fake videos of real people — and how to spot them,Jul 2018,7:15,https://www.ted.com/talks/supasorn_suwajanakorn_fake_videos_of_real_people_and_how_to_spot_them?language=en,"Supasorn Suwajanakorn works on ways to reconstruct, preserve and reanimate anyone -- just from their existing photos and videos.","Do you think you're good at spotting fake videos, where famous people say things they've never said in real life? See how they're made in this astonishing talk and tech demo. Computer scientist Supasorn Suwajanakorn shows how, as a grad student, he used AI and 3D modeling to create photorealistic fake videos of people synced to audio. Learn more about both the ethical implications and the creative possibilities of this tech -- and the steps being taken to fight against its misuse.","1,597,908","health care,communication,compassion"
Christina Wallace,How to stop swiping and find your person on dating apps,Jul 2018,5:19,https://www.ted.com/talks/christina_wallace_how_to_stop_swiping_and_find_your_person_on_dating_apps?language=en,"A self-described ""human Venn diagram,"" Christina Wallace has crafted a career at the intersection of business, the arts and technology.","Let's face it, online dating can suck. So many potential people, so much time wasted -- is it even worth it? Podcaster and entrepreneur Christina Wallace thinks so, if you do it right. In a funny, practical talk, Wallace shares how she used her MBA skill set to invent a ""zero date"" approach and get off swipe-based apps -- and how you can, too.","2,215,788","identity,music,live music"
Pratik Shah,How AI is making it easier to diagnose disease,Jul 2018,4:59,https://www.ted.com/talks/pratik_shah_how_ai_is_making_it_easier_to_diagnose_disease?language=en,"TED Fellow Pratik Shah creates novel intersections between engineering, medical imaging, machine learning and medicine.","Today's AI algorithms require tens of thousands of expensive medical images to detect a patient's disease. What if we could drastically reduce the amount of data needed to train an AI, making diagnoses low-cost and more effective? TED Fellow Pratik Shah is working on a clever system to do just that. Using an unorthodox AI approach, Shah has developed a technology that requires as few as 50 images to develop a working algorithm -- and can even use photos taken on doctors' cell phones to provide a diagnosis. Learn more about how this new way to analyze medical information could lead to earlier detection of life-threatening illnesses and bring AI-assisted diagnosis to more health care settings worldwide.","1,590,192","guitar,Science (hard),archaeology"
Lucy Marcil,Why doctors are offering free tax prep in their waiting rooms,Jul 2018,4:56,https://www.ted.com/talks/lucy_marcil_why_doctors_are_offering_free_tax_prep_in_their_waiting_rooms?language=en,Lucy Marcil is providing fiscal services to low-income families in the doctor’s waiting room.,"More than 90 percent of children in the US see a doctor at least once a year, which means countless hours spent in waiting rooms for parents. What if those hours could be used for something productive -- like saving money? Through her organization StreetCred, pediatrician and TED Fellow Lucy Marcil is offering free tax prep to parents right in the waiting room, reimagining what a doctor's visit can look like and helping to lift families out of poverty. Learn more about how free tax prep and guidance could be the best poverty prescription we have in the US.","1,369,616","history,TED-Ed,medicine"
Tamekia MizLadi Smith,How to train employees to have difficult conversations,Jul 2018,8:10,https://www.ted.com/talks/tamekia_mizladi_smith_how_to_train_employees_to_have_difficult_conversations?language=en,Tamekia MizLadi Smith wants to start new conversations around involving non-clinical staff in healthcare.,"It's time to invest in face-to-face training that empowers employees to have difficult conversations, says Tamekia MizLadi Smith. In a witty, provocative talk, Smith shares a workplace training program called ""I'm G.R.A.C.E.D."" that will inspire bosses and employees alike to communicate with compassion and respect. Bottom line: always let people know why their work matters.","2,060,736","ancient world,astronomy,cosmos"
Boy Girl Banjo,"""Dead Romance""",Jul 2018,3:42,https://www.ted.com/talks/boy_girl_banjo_dead_romance?language=en,Anielle Reid is an American singer-songwriter and banjoist.,"Acoustic duo Anielle Reid and Matthew Brookshire (playing together as Boy Girl Banjo) take the TED stage to perform their original song ""Dead Romance,"" weaving together the sounds of Americana folk music and modern pop.","307,137","universe,social media,politics"
Ian Barnes,What archaeology and DNA can teach us about prehistoric migration,Jul 2018,13:50,https://www.ted.com/talks/ian_barnes_what_archaeology_and_dna_can_teach_us_about_prehistoric_migration?language=en,"Prof Ian Barnes is a Research Leader at the Natural History Museum, where he focuses on the investigation of ancient biomolecules to resolve questions in archaeology, palaeontology and evolutionary biology. He has degrees in Archaeological Science (from Bradford) and Molecular Ecology (from York) and for the last 20 years he has been heavily involved in the development of ancient DNA. For much of that time, he has investigated the histories of living and extinct species in the Holarctic – a region from Europe across Asia into North America – between 100 and 10 thousand years ago. Recently, his major focus has been on the role of adaptation and migration in the human settlement of the British Isles.","In 2018, biomolecular archaeologist Ian Barnes' team at the Natural History Museum in London ascertained that Cheddar Man—the oldest near-complete human skeleton discovered in the British Isles—had dark skin and light eyes. Their findings challenged the views that many groups had long held about Britain's racial heritage. In this talk, Barnes describes how biomolecular archaeology is transforming the way we think about racial migration in prehistoric times.","22,162","history,technology,surveillance"
Elizabeth Cox,A day in the life of an ancient Egyptian doctor,Jul 2018,4:30,https://www.ted.com/talks/elizabeth_cox_a_day_in_the_life_of_an_ancient_egyptian_doctor?language=en,,"It's another sweltering morning in Memphis, Egypt. As the sunlight brightens the Nile, Peseshet checks her supplies. Honey, garlic, cumin, acacia leaves, cedar oil -- she's well stocked with the essentials she needs to treat her patients. Elizabeth Cox outlines a day in the life of an ancient Egyptian doctor. [TED-Ed Animation by Echo Bridge]","4,154,110","Internet,TED-Ed,history"
Stephen Webb,Where are all the aliens?,Jul 2018,13:18,https://www.ted.com/talks/stephen_webb_where_are_all_the_aliens?language=en,Stephen Webb is a science fiction fan who's passionately interested in what the future might hold for our species.,"The universe is incredibly old, astoundingly vast and populated by trillions of planets -- so where are all the aliens? Astronomer Stephen Webb has an explanation: we're alone in the universe. In a mind-expanding talk, he spells out the remarkable barriers a planet would need to clear in order to host an extraterrestrial civilization -- and makes a case for the beauty of our potential cosmic loneliness. ""The silence of the universe is shouting, 'We're the creatures who got lucky,'"" Webb says.","5,438,486","politics,technology,science"
Mikhail Zygar,What the Russian Revolution would have looked like on social media,Jul 2018,4:49,https://www.ted.com/talks/mikhail_zygar_what_the_russian_revolution_would_have_looked_like_on_social_media?language=en,"Mikhail Zygar is the founder of Future History, the creative digital studio behind Project1917 and 1968.digital.","History is written by the victors, as the saying goes -- but what would it look like if it was written by everyone? Journalist and TED Fellow Mikhail Zygar is on a mission to show us with Project1917, a ""social network for dead people"" that posts the real diaries and letters of more than 3,000 people who lived during the Russian Revolution. By showing the daily thoughts of the likes of Lenin, Trotsky and many less celebrated figures, the project sheds new light on history as it once was -- and as it could have been. Learn more about this digital retelling of the past as well as Zygar's latest project about the transformative year of 1968.","1,441,088","sexual violence,identity,diversity"
Kashmir Hill and Surya Mattu,What your smart devices know (and share) about you,Jul 2018,9:05,https://www.ted.com/talks/kashmir_hill_and_surya_mattu_what_your_smart_devices_know_and_share_about_you?language=en,"Kashmir Hill writes about privacy and technology.
","Once your smart devices can talk to you, who else are they talking to? Kashmir Hill and Surya Mattu wanted to find out -- so they outfitted Hill's apartment with 18 different internet-connected devices and built a special router to track how often they contacted their servers and see what they were reporting back. The results were surprising -- and more than a little bit creepy. Learn more about what the data from your smart devices reveals about your sleep schedule, TV binges and even your tooth-brushing habits -- and how tech companies could use it to target and profile you. (This talk contains mature language.)","2,058,458","community,TED en Español,identity"
Peta Greenfield & Alex Gendler,History vs. Augustus,Jul 2018,5:05,https://www.ted.com/talks/peta_greenfield_alex_gendler_history_vs_augustus?language=en,,"His reign marked the beginning of one of history's greatest empires ... and the end of one of its first republics. Was Rome's first emperor a visionary leader who guaranteed his civilization's place in history, or a tyrant who destroyed its core values? Peta Greenfield and Alex Gendler put this controversial figure on trial in History vs. Augustus. [TED-Ed Animation by Brett Underhill]","1,165,924","self,technology,space"
Julia Shaw,How memory science can help fight harassment,Jul 2018,9:41,https://www.ted.com/talks/julia_shaw_how_memory_science_can_help_fight_harassment?language=en,Julia Shaw is best known for her work in the areas of memory and criminal psychology.,"One of the obstacles facing those who have experienced workplace harassment is the scarcity of reporting mechanisms that adequately combine fact-finding rigor with emotional support. Drawing from a decade studying police interviews and the ways trauma interacts with memory, Dr. Julia Shaw discusses how cognitive science and online tools can help survivors record their experiences while prioritizing their well-being.","64,076","photography,architecture,beauty"
